date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:21:00	207088/207088	---M-Z	200	added ('OK')	text/html	etag:%2242699-1737287979;gz%22	https://www.eldeebmarble.com/	www.eldeebmarble.com/index.html	(from )
10:21:00	131/131	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:%2242787-1737299085;gz%22	https://www.eldeebmarble.com/robots.txt		(from )
10:21:00	320/320	---M-Z	200	added ('OK')	image/svg+xml	etag:%22140-66fbed92-ed1caf662c7f37bf;gz%22	https://www.eldeebmarble.com/wp-content/themes/dt-the7/images/x-lg.svg	www.eldeebmarble.com/wp-content/themes/dt-the7/images/x-lg.svg	(from https://www.eldeebmarble.com/)
10:21:01	687/687	---M-Z	200	added ('OK')	image/svg+xml	etag:%222af-66fbed92-eec884977abb5fc3;gz%22	https://www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-share-fill.svg	www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-share-fill.svg	(from https://www.eldeebmarble.com/)
10:21:02	649/649	---M-Z	200	added ('OK')	image/svg+xml	etag:%22289-66fbed92-a1db3fa061d86e0;gz%22	https://www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-chevron-left.svg	www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-chevron-left.svg	(from https://www.eldeebmarble.com/)
10:21:03	643/643	---M-Z	200	added ('OK')	image/svg+xml	etag:%22283-66fbed92-9cf09ee7eef48b87;gz%22	https://www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-chevron-right.svg	www.eldeebmarble.com/wp-content/themes/dt-the7/images/the7-chevron-right.svg	(from https://www.eldeebmarble.com/)
10:21:04	2985/2985	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jan%202025%2008:21:04%20GMT	https://www.eldeebmarble.com/wp-content/themes/dt-the7/images/backgrounds/patterns/full/gplaypattern.jpg	www.eldeebmarble.com/wp-content/themes/dt-the7/images/backgrounds/patterns/full/gplaypattern.jpg	(from https://www.eldeebmarble.com/)
10:21:05	1001/1001	---M-Z	200	added ('OK')	text/css	etag:%223e9-6647dba5-d5ccad8924464b91;gz%22	https://www.eldeebmarble.com/wp-content/litespeed/ucss/2890abd4e8877afa448ba378d79c5df9.css?ver=66a6a	www.eldeebmarble.com/wp-content/litespeed/ucss/2890abd4e8877afa448ba378d79c5df9dda7.css	(from https://www.eldeebmarble.com/)
10:21:06	3171/3171	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202025%2008:21:06%20GMT	https://www.eldeebmarble.com/wp-content/uploads/2019/04/logo.png	www.eldeebmarble.com/wp-content/uploads/2019/04/logo.png	(from https://www.eldeebmarble.com/)
10:21:07	13009/13009	---M-Z	200	added ('OK')	text/css	etag:%2232d1-66eacf09-e0e6822e394f2b0e;gz%22	https://www.eldeebmarble.com/wp-content/plugins/structured-content/dist/blocks.style.build.css	www.eldeebmarble.com/wp-content/plugins/structured-content/dist/blocks.style.build.css	(from https://www.eldeebmarble.com/)
10:21:08	293885/293885	---M-Z	200	added ('OK')	application/rss+xml	etag:%22273e4db600c63bbdd53b0aae70e09890%22	https://www.eldeebmarble.com/feed/	www.eldeebmarble.com/feed/index.html	(from https://www.eldeebmarble.com/)
10:21:08	20307/20307	---M-Z	200	added ('OK')	text/css	etag:%224f53-66fbe607-1b364cd8ce75cf4;gz%22	https://www.eldeebmarble.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css	www.eldeebmarble.com/wp-content/plugins/photo-gallery/booster/assets/css/global.css	(from https://www.eldeebmarble.com/)
10:21:09	1605/1605	---M-Z	200	added ('OK')	text/css	etag:%22645-66fbe5f1-ced122d4002e0676;gz%22	https://www.eldeebmarble.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/css/main.css	www.eldeebmarble.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/css/main.css	(from https://www.eldeebmarble.com/)
10:21:11	112254/112254	---M-Z	200	added ('OK')	text/css	etag:%221b67e-66ea925c-cbb34728f3f7280d;gz%22	https://www.eldeebmarble.com/wp-includes/css/dist/block-library/style-rtl.min.css	www.eldeebmarble.com/wp-includes/css/dist/block-library/style-rtl.min.css	(from https://www.eldeebmarble.com/)
10:21:11	2894/2894	---M-Z	200	added ('OK')	text/css	etag:%22b4e-66eacf0e-1e73cec96768f29e;gz%22	https://www.eldeebmarble.com/wp-content/plugins/contact-form-7/includes/css/styles.css	www.eldeebmarble.com/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://www.eldeebmarble.com/)
10:21:12	10515/10515	---MCZ	200	added ('OK')	application/rss+xml	etag:%22273e4db600c63bbdd53b0aae70e09890%22	https://www.eldeebmarble.com/comments/feed/	www.eldeebmarble.com/comments/feed/index.html	(from https://www.eldeebmarble.com/)
